,Unnamed: 0,author,title,source,date,target
7762,7762,By Amy Sherman ,trump police officer and firefighter make too much money hit them with tax penalty,Bluedot Daily," January 5, 2018",false
7763,7763,By Jon Greenberg ,rescinding obama era marijuana enforcement guideline,Jeff Sessions," January 5, 2018",no-flip
7764,7764,By Tom Kertscher ,say hillary clinton once said the average democrat voter just plain stupid they easy manipulate,David A. Clarke Jr.," January 5, 2018",pants-fire
7765,7765,By Louis Jacobson ,there substantial evidence voter fraud,Donald Trump," January 4, 2018",false
7766,7766,By Amy Sherman ,say sandra bullock said hillary clinton you don like our president you can leave and never come back again,Flash 24 Daily," January 4, 2018",pants-fire
7767,7767,By Paul Specht ,death penalty opponent like roy cooper and josh stein have imposed facto moratorium capital punishment,Phil Berger," January 3, 2018",barely-true
7768,7768,By Louis Jacobson ,the new tax law kicking the american economy into high gear with trillion tax cut,Donald Trump," January 3, 2018",barely-true
7769,7769,By Louis Jacobson ,the senate seat won special election democrat had been held for more than thirty year republican,Donald Trump," January 3, 2018",false
7770,7770,By Amy Sherman ,trump vow end winter heating assistance for elderly and disabled,Democrats Rising," January 3, 2018",barely-true
7771,7771,By Amy Sherman ,say shaquille neal said donald trump possibly the best president,Pro Conservative News," January 3, 2018",pants-fire
7772,7772,By Tom Kertscher ,milwaukee murder astonishing percent,Jeff Sessions," January 3, 2018",barely-true
7773,7773,By Amy Sherman ,police discover meth lab back room alabama walmart,Ufconly," January 2, 2018",pants-fire
7774,7774,By Chris Nichols ,said dianne feinstein said there collusion between the trump campaign and russia,Donald Trump," January 2, 2018",false
7775,7775,By Amy Sherman ,world most popular candy removed from shelf december,Musclecarusa.info," January 2, 2018",pants-fire
7776,7776,By Amy Sherman ,pier terrorist wa anti trump antifa supporter,  Infowars," December 29, 2017",half-true
7777,7777,By Matt Dietrich ,fritz kaegi managed fund that invested nearly million private prison,Joe Berrios," December 29, 2017",barely-true
7778,7778,By Louis Jacobson ,have signed more legislation than anybody broke the record harry truman,Donald Trump," December 29, 2017",false
7779,7779,By Amy Sherman ,breaking sasha obama just crashed her expensive new car into lake,defense-usa.site," December 28, 2017",pants-fire
7780,7780,By Amy Sherman ,julia robert claim michelle obama isn fit clean melania toilet,USA Daily Portal," December 28, 2017",pants-fire
7781,7781,By Louis Jacobson ,after enactment the republican tax bill school teacher can longer deduct the cost their classroom supply their tax,Jenna Fischer," December 27, 2017",false
7782,7782,By Amy Sherman ,roy moore take the military vote pull ahead vote,defense-usa," December 27, 2017",pants-fire
7783,7783,By Katelyn Brown ,seen funding increase for school haven seen corresponding performance increase,Parker Briden," December 26, 2017",barely-true
7784,7784,By Emily Sanderson ,the average life expectancy for african american saint louis and saint louis county varies much year compared the white population with nearly half all african american kid under the age living poverty,Cora Faith Walker," December 24, 2017",mostly-true
7785,7785,By Emma Diltz ,check out the record job created taxcuts million new job after bush tax cut million new job after kennedy tax cut million new job after ronald reagan tax cut,Jason Smith," December 24, 2017",barely-true
7786,7786,By Tateanna McCaskill ,fentanyl now killing more american than heroin any other opioid,Claire McCaskill," December 22, 2017",half-true
7787,7787,By Dan Clark ,the truth this tax plan raise middle class tax,Kirsten Gillibrand," December 22, 2017",half-true
7788,7788,By Tom Kertscher ,wisconsin state court agency basically ha rented the same office space across from the capitol since,Matt Adamczyk," December 22, 2017",mostly-true
7789,7789,By W. Gardner Selby ,say texas department public safety number show that percent crime committed unauthorized immigrant,Lupe Valdez," December 21, 2017",half-true
7790,7790,By W. Gardner Selby ,say the texas general land office led george bush ha repaired just two home since hurricane harvey,Jerry Patterson," December 21, 2017",mostly-true
7791,7791,By Louis Jacobson ,april the vast majority will filling out their tax single postcard,Ivanka Trump," December 21, 2017",false
7792,7792,By Dan Clark ,the republican tax plan unfortunately the wealthy are again not going well this bill,Claudia Tenney," December 21, 2017",barely-true
7793,7793,By Jon Greenberg ,essentially repealed obamacare because got rid the individual mandate and that wa primary source funding obamacare,Donald Trump," December 21, 2017",false
7794,7794,By Miriam Valverde ,say the diversity visa lottery program they give their worst people they put them bin and the worst the worst are selected,Donald Trump," December 20, 2017",pants-fire
7795,7795,By Chris Nichols ,breaking illegal muslim from iran arrested for starting california wildfire,USA In Front," December 20, 2017",pants-fire
7796,7796,By Amy Sherman ,breaking muslim new jersey mayor just banned the word christmas,TheLastLineOfDefense.org," December 20, 2017",pants-fire
7797,7797,By Amy Sherman ,alabama state police arrest poll worker birmingham,American Revolution," December 19, 2017",pants-fire
7798,7798,By Amy Sherman ,law passed all child support the united state will end beginning,tmzbreaking," December 19, 2017",pants-fire
7799,7799,By Amy Sherman ,now official fda announced that vaccine are causing autism,truthcommand.com," December 19, 2017",pants-fire
7800,7800,By Amy Sherman ,say marco rubio tweeted verse from the new testament shame his own constituent for flocking trump rally,Verified Politics," December 18, 2017",false
7801,7801,By Jon Greenberg ,say sen mitch mcconnell delay seating alabama sen elect doug jones flagrant violation senate policy which requires jones assume office the instant one them win the election,Verified Politics," December 18, 2017",false
7802,7802,By Amy Sherman ,update chuck schumer steamy affair with high school cheerleader confirmed,USA In Front," December 18, 2017",pants-fire
7803,7803,By Tom Kertscher ,the tax reform approved under ronald reagan wa polling about percent right before they passed,Paul Ryan," December 18, 2017",half-true
7804,7804,By Miriam Valverde ,update thousand voted for doug jones alabama town with population,Bloggers," December 15, 2017",pants-fire
7805,7805,By Lucille Sherman ,missouri one state this year have seen unemployment drop the lowest level the history their state,Donald Trump," December 15, 2017",false
7806,7806,By Patrick Mueller ,official hyperloop one have referred the route one the best they ever seen,Patrick McKenna," December 15, 2017",half-true
7807,7807,By Carolina Vargas ,missouri leading the country when come improving service for mental and behavioral health innovation happening right here,Roy Blunt," December 15, 2017",mostly-true
7808,7808,By Miriam Valverde ,say the obama administration purged training course and information about islamism jihad sharia and the muslim brotherhood,Scott Perry," December 15, 2017",half-true
7809,7809,By Tom Kertscher ,the house tax plan would provide permanent tax cut for individual who are multi millionaire and billionaire but all middle class family will eventually face tax increase since tax relief for them expires,Gwen Moore," December 15, 2017",half-true
7810,7810,By Chris Nichols ,this new gas tax doe not increase road capacity anywhere the state will build new lane freeway californian didn like their traffic before they going like even le when they stuck the exact same traffic and paying more for their gas,Travis Allen," December 14, 2017",barely-true
7811,7811,By Jon Greenberg ,say there won recount alabama because democratic judge said going erase all the computer file wednesday morning,Alex Jones," December 14, 2017",pants-fire
7812,7812,By Amy Sherman ,new jersey police chief say black people have value and should all executed,Truth Examiner," December 14, 2017",mostly-true
7813,7813,By Louis Jacobson ,the house tax bill ha lot more permanent relief for middle income and even lower income family than the senate bill doe,Carlos Curbelo," December 14, 2017",mostly-true
7814,7814,By Amy Sherman ,morgue employee cremated mistake while taking nap,worldnewsdailyreport.com," December 14, 2017",pants-fire
7815,7815,By John Kruzel ,say donald trump ha not apologized for comment caught tape access hollywood,Bernie Sanders," December 14, 2017",false
7816,7816,By Matt Dietrich ,the candidate controlled madigan all them have said the answer our problem massive income tax hike,Bruce Rauner," December 14, 2017",barely-true
7817,7817,By Tateanna McCaskill ,missouri there are still fema case pending from flood that occurred,Vicky Hartzler," December 13, 2017",mostly-true
7818,7818,By Amy Sherman ,update van full illegals caught voting multiple alabama polling location,nofakenews-online," December 13, 2017",pants-fire
7819,7819,By Tom Kertscher ,under trump new tax plan american get not one nickel tax cut,Kelda Helen Roys," December 13, 2017",pants-fire
7820,7820,By Louis Jacobson ,even with full control the house senate and white house republican have still failed deliver their promise higher wage for working family,Nancy Pelosi," December 12, 2017",barely-true
7821,7821,By Amy Sherman ,breaking trump fire deputy attorney general rod rosenstein raising question over mueller fate,HoustonChronicle-tv.com," December 12, 2017",pants-fire
7822,7822,By Amy Sherman ,colgate toothpaste subject recall,Shared This," December 12, 2017",false
7823,7823,By Manuela Tobias ,facebook pick side alabama senate race shuts down gateway pundit and breitbart report discredited allred accuser,The Gateway Pundit," December 11, 2017",false
7824,7824,By Jon Greenberg ,say obama deadliest cover explosion that killed miner ha been uncovered internal government document,Don Blankenship," December 11, 2017",pants-fire
7825,7825,By Louis Jacobson ,black homeownership just hit the highest level ha ever been the history our country,Donald Trump," December 11, 2017",false
7826,7826,By Jon Greenberg ,roy moore accuser arrested and charged with falsification,Bloggers," December 11, 2017",pants-fire
7827,7827,By Amy Sherman ,breaking woman say she wa offered big money washington post accuse roy moore misconduct,Evening World," December 11, 2017",pants-fire
7828,7828,By Sophie Kaplan ,say russian president vladimir putin got standing ovation from the duma after gave speech saying muslim are taking over other country but won take over russia,Chain email," December 11, 2017",pants-fire
7829,7829,By Matt Dietrich ,released way more tax information than bruce rauner ha,JB Pritzker," December 11, 2017",false
7830,7830,By Louis Jacobson ,the fbi ha become america secret police like the old kgb,Gregg Jarrett," December 8, 2017",pants-fire
7831,7831,By W. Gardner Selby ,earlier this year hurricane harvey left more than million people texas and louisiana without home,Ryan Sitton," December 8, 2017",false
7832,7832,By Manuela Tobias ,gloria allred accuser admits she tampered with roy moore yearbook signature,Bloggers," December 8, 2017",pants-fire
7833,7833,By Emily McCarter ,the current law you report harassment you the one that ha into hour counseling before you can decide whether you were really harassed,Roy Blunt," December 8, 2017",half-true
7834,7834,By Tom Kertscher ,under the house republican tax plan wisconsin the median household four get about tax cut average,Paul Ryan," December 8, 2017",half-true
7835,7835,By John Kruzel ,say the concealed carry bill would allow resident certain state travel your community and walk right into school zone with loaded weapon matter what local law say,Brendan Boyle," December 7, 2017",false
7836,7836,By Louis Jacobson ,getting into the pool the million people that are not working that pool now coming back,Donald Trump," December 7, 2017",mostly-true
7837,7837,By Jon Greenberg ,case involving man convicted abusing two underage girl judge roy moore disagreed and wrote the dissenting opinion,Doug Jones," December 6, 2017",barely-true
7838,7838,By Louis Jacobson ,the jerusalem embassy act passed congress overwhelming bipartisan majority and wa reaffirmed unanimous vote the senate only six month ago,Donald Trump," December 6, 2017",mostly-true
7839,7839,By Allison Graves ,say tallahassee mayor andrew gillum want make florida not sanctuary city but sanctuary state,Adam Putnam," December 6, 2017",half-true
7840,7840,By Amy Sherman ,obama released russian agent from custody during hillary uranium deal,PuppetStringNews.com," December 6, 2017",barely-true
7841,7841,By Amy Sherman ,miss universe guyana arrested london heathrow airport with kilogram cocaine,states-news.com," December 6, 2017",pants-fire
7842,7842,By Zari Tarazona ,gdp booming let spread the prosperity the middle class with big taxcuts our taxreform package double standard deduction brings back home and reduces rate for all taxpayer will maga,Lou Barletta," December 6, 2017",barely-true
7843,7843,By Tom Kertscher ,wisconsin lincoln hill youth prison ha percent recidivism rate while state like missouri that have more regional model percent,Gordon Hintz," December 6, 2017",barely-true
7844,7844,By W. Gardner Selby ,only percent our current graduate from texas high school ahead and achieve either national certificate community college degree college degree,Tom Luce," December 5, 2017",barely-true
7845,7845,By Paul Specht ,half the proposed federal tax break would the wealthiest percent,Roy Cooper," December 5, 2017",half-true
7846,7846,By Jon Greenberg ,say trillion offshore money coming back into the economy because the gop tax bill,Chris Ruddy," December 5, 2017",half-true
7847,7847,By Amy Sherman ,breaking federal judge grant permission subpoena trump,news.groopspeak.com," December 5, 2017",false
7848,7848,By Amy Sherman ,tennessee gop twitter taken down after tweet exposing pelosi involved pedophilia,PuppetStringNews.com," December 5, 2017",pants-fire
7849,7849,By Miriam Valverde ,hillary clinton lied many time the fbi,Donald Trump," December 5, 2017",false
7850,7850,By Sophie Kaplan ,the violent crime rate ha risen and the homicide rate ha risen more than percent just two year really after year decline violent crime,Jeff Sessions," December 4, 2017",mostly-true
7851,7851,By Matt Dietrich ,these guy are now pretty much living the brucerauner standard and falling dismally short the mittromney standard even romney released his full tax return,Daniel Biss," December 4, 2017",true
7852,7852,By W. Gardner Selby ,say that perpetrator domestic violence accounted for mass shooting between and according the advocacy group everytown for gun safety,Eddie Rodriguez," December 2, 2017",false
7853,7853,By Dan Clark ,simply being this country without documentation not crime,Kathy Sheehan," December 1, 2017",mostly-true
7854,7854,By Sophie Kaplan ,prince harry say donald trump not welcome his wedding trump serious threat human right,Nova magazine," December 1, 2017",pants-fire
7855,7855,By Paul Specht ,the senate gop plan doe not raise tax for american earning le than,Thom Tillis," November 30, 2017",half-true
7856,7856,By Louis Jacobson ,say the tax bill going cost fortune this thing believe believe this not good for,Donald Trump," November 30, 2017",false
7857,7857,By Louis Jacobson ,for year they have not been able get tax cut many many year since reagan,Donald Trump," November 30, 2017",pants-fire
7858,7858,By Louis Jacobson ,the house republican bill percent the tax relief go those family making le than,Kevin Brady," November 30, 2017",half-true
7859,7859,By Chris Nichols ,the gop tax plan sabotage the health care million american,Nancy Pelosi," November 29, 2017",half-true
7860,7860,By Louis Jacobson ,you don pay income tax you have more money under the republican tax plan,Tim Scott," November 29, 2017",false
7861,7861,By Amy Sherman ,saudi arabia behead school girl for being with their male friend without parent guardian,religionmind.com," November 29, 2017",pants-fire
7862,7862,By Amy Sherman ,singer tina turner this thanksgiving the first time year that thankful for our president god bless him and his supporter,DailyNewsForAmericans.com," November 29, 2017",pants-fire
7863,7863,By Aaron Sharockman ,say joe scarborough party unsolved mystery from his time congressman florida,Donald Trump," November 29, 2017",pants-fire
7864,7864,By Kevin Crowe ,wisconsin ha the fastest shrinking middle class the country,Mahlon Mitchell," November 29, 2017",barely-true
7865,7865,By Allison Graves ,close half the voter america the only tax they pay the payroll tax,Marco Rubio," November 28, 2017",half-true
7866,7866,By John Kruzel ,say alabama senate candidate doug jones want raise tax,Donald Trump," November 28, 2017",barely-true
7867,7867,By Amy Sherman ,melania trump isi lay finger barron scratch obama eye out,YourNewsWire.com," November 28, 2017",pants-fire
7868,7868,By Kathryn Hardison ,among state missouri rank average yearly growth high tech industry,Missouri Department of Economic Development," November 27, 2017",mostly-true
7869,7869,By Amy Sherman ,president trump just saved christmas for million retiree,Reaganwasright," November 27, 2017",pants-fire
7870,7870,By Louis Jacobson ,under the republican tax bill president donald trump and his family would walk off with more than billion dollar personally,Lloyd  Doggett," November 27, 2017",half-true
7871,7871,By Amy Sherman ,southwest airline celebrating anniversary providing free ticket everyone,soutwest-air.com," November 27, 2017",pants-fire
7872,7872,By Emily Sanderson ,satanist have teamed with the aclu and planned parenthood missouri roll back the right the unborn,Ann Wagner," November 24, 2017",false
7873,7873,By Emily McCarter ,say josh hawley broke his promise create public corruption unit crack down the pay play culture jefferson city,Claire McCaskill," November 24, 2017",barely-true
7874,7874,By D.L. Davis ,wisconsin driver license and identification card are currently the most secure the nation,Wisconsin Department of Transportation," November 24, 2017",true
7875,7875,By Paul Specht ,the north carolina bathroom bill wa really never repealed,Pat McCrory," November 22, 2017",barely-true
7876,7876,By Louis Jacobson ,democrat the house way and mean committee weren even entitled bring expert witness any aspect the tax code that affect percent our economy,John Larson," November 22, 2017",half-true
7877,7877,By Amy Sherman ,pope francis mass jesus metaphorical not literal,YourNewsWire.com," November 22, 2017",pants-fire
7878,7878,By Emily Tanaka ,the average cost for infant care almost more than average state college tuition,Stacey Abrams," November 22, 2017",half-true
7879,7879,By Tom Kertscher ,say paul ryan leading the effort pas tax bill with divisive conception language disguising college saving plan another attempt ban abortion and rob woman their reproductive right,NARAL Pro-Choice America," November 22, 2017",half-true
7880,7880,By Amy Sherman ,civil war erupts sweden irate swede burn nine muslim refugee center the ground,Pipo News," November 21, 2017",false
7881,7881,By Amy Sherman ,the largest bust history muslim arrested from michigan,Freshmedianews.com," November 21, 2017",false
7882,7882,By Allison Graves ,cut tax time cut billion worth tax and result added over million job,Rick Scott," November 21, 2017",half-true
7883,7883,By Jon Greenberg ,say doug jones for full term abortion,Kayla Moore," November 21, 2017",false
7884,7884,By Louis Jacobson ,the personal tax side middle income people are getting cut and rich people are getting very little cut certain case increase under the republican tax bill,Steve Mnuchin," November 20, 2017",half-true
7885,7885,By Dan Clark ,the elimination income and sale tax new york equal percent taxable income meaning that you make year you lose,Brian Higgins," November 20, 2017",false
7886,7886,By Amy Sherman ,million round ammo that went missing under obama turn enemy hand,world-newss.com," November 20, 2017",pants-fire
7887,7887,By Amy Sherman ,busted nasa accidentally destroys every climate change advocate exposing massive truth behind antarctica,AmericanNews.com," November 20, 2017",false
7888,7888,By Katelyn Brown ,fbi uniform crime report for show more than four time many people were stabbed death than were killed with rifle any kind,Nick Schroer," November 18, 2017",mostly-true
7889,7889,By W. Gardner Selby ,earlier this year dan patrick and republican leadership snatched million dollar benefit from retired teacher,Mike Collier," November 17, 2017",half-true
7890,7890,By W. Gardner Selby ,say the austin school district enjoys the highest per student funding all large texas district even after forwarding tax revenue the state,Roger Falk," November 17, 2017",false
7891,7891,By Dan Clark ,bump stock are already illegal the state new york you can buy one,Andrew Cuomo," November 17, 2017",barely-true
7892,7892,By Jon Greenberg ,percent the individual mandate tax fall those who make year le,John Thune," November 17, 2017",mostly-true
7893,7893,By Miriam Valverde ,when phoenix dropped it sanctuary city policy it murder rate fell percent the following year,Marsha Blackburn," November 17, 2017",half-true
7894,7894,By Tom Kertscher ,under scott walker average wage when adjusted for inflation are lower today than they were under jim doyle,Matt Flynn," November 17, 2017",half-true
7895,7895,By Paul Specht ,iran regime every friday declares war,Sebastian Gorka," November 16, 2017",false
7896,7896,By W. Gardner Selby ,the texas unemployment rate now the lowest been year texas led the nation last month new job creation,Greg Abbott," November 16, 2017",false
7897,7897,By Amy Sherman ,bowe bergdahl wanders off during court martial,Duffel Blog," November 16, 2017",pants-fire
7898,7898,By Dan Clark ,congressional republican want take health care from million american order pay for tax bill,Andrew Cuomo," November 16, 2017",half-true
7899,7899,By Chris Nichols ,californian pay the highest electricity bill the nation,John Cox," November 16, 2017",false
7900,7900,By Manuela Tobias ,say chuck todd said the roy moore story felt completely orchestrated,Steve Bannon," November 15, 2017",false
7901,7901,By Amy Sherman ,breaking rosa park granddaughter slam racist democrat endorses trump,Reaganwasright," November 15, 2017",pants-fire
7902,7902,By Amy Sherman ,donna brazile know seth rich wa murdered the clinton,US Political," November 15, 2017",pants-fire
7903,7903,By John Kruzel ,say washington post reporter calling find out anyone this address female between the age year old willing make damaging remark about candidate roy moore for,Anonymous Caller," November 15, 2017",pants-fire
7904,7904,By Patrick Mueller ,when came into office saw that missouri had regulation that more than million word dictionary worth regulation,Eric  Greitens," November 15, 2017",mostly-true
7905,7905,By Amy Sherman ,breaking roy moore accuser worked for democratic leader and actively campaigning for moore opponent,Activist Mommy," November 15, 2017",barely-true
7906,7906,By Tom Kertscher ,since scott walker ha not done public event where you don have pay admission approved list,Scot Ross," November 15, 2017",half-true
7907,7907,By Louis Jacobson ,there are sore loser law that would bar luther strange from pursuing seat because already lost the alabama republican senate runoff roy moore,Amanda Carpenter," November 14, 2017",false
7908,7908,By Jon Greenberg ,say the individual mandate highly unpopular,Donald Trump," November 14, 2017",half-true
7909,7909,By Manuela Tobias ,say washington post reporter who broke news judge roy moore story ha criminal history faking,Bloggers," November 14, 2017",false
7910,7910,By Amy Sherman ,second roy moore accuser work for michelle obama right now,TheLastLineOfDefense.org," November 14, 2017",pants-fire
7911,7911,By Allison Graves ,hispanic entrepreneur those who have immigrated from spanish speaking country often start three time many business white male,Chris King," November 14, 2017",mostly-true
7912,7912,By Louis Jacobson ,the republican tax bill not being scored the congressional budget office traditionally,Richard Durbin," November 13, 2017",false
7913,7913,By Miriam Valverde ,ending temporary protected status and deporting legal worker would cost the united state billion gdp over decade,Joaquin Castro," November 13, 2017",half-true
7914,7914,By Susan Areson ,snapchat shutting down,Bloggers," November 13, 2017",pants-fire
7915,7915,By Louis Jacobson ,say the republican tax plan help family like one which woman lost her job and then lost her life saving fighting her husband cancer,American Action Network," November 13, 2017",half-true
7916,7916,By Allison Colburn ,many firearm expert determined the la vega shooter use bump stock actually prevented more casualty and injury due it inconsistency inaccuracy and lack control,Michael Williams," November 13, 2017",false
7917,7917,By Sophie Kaplan ,underreported fact president realdonaldtrump raised more small dollar donation than obama and than clinton and bernie combined,Kayleigh McEnany," November 13, 2017",mostly-true
7918,7918,By W. Gardner Selby ,felon and fugitive lied and illegally tried purchase gun they the obama administration prosecuted only them,Ted Cruz," November 10, 2017",mostly-true
7919,7919,By Manuela Tobias ,the democrat filibustered the legislation that would resulted this shooter being federal prison instead murdering those innocent that texas church,Ted Cruz," November 10, 2017",barely-true
7920,7920,By W. Gardner Selby ,say the new york bike path assault wa the ninth vehicle assault used isi,Michael McCaul," November 10, 2017",half-true
7921,7921,By Sophie Kaplan ,malia obama wa among arrested racist antifa attack and the cop who arrested her wa found dead under suspicious circumstance,Bloggers," November 10, 2017",pants-fire
7922,7922,By Kiannah Sepeda-Miller ,cps student are learning and growing faster than percent student the united state,Chicago Public Schools," November 10, 2017",mostly-true
7923,7923,By Chris Nichols ,since california ha built six college campus but prison,Delaine Eastin," November 9, 2017",false
7924,7924,By Susan Areson ,supreme court issue it first bench warrant ever,FreedomJunkshun.com," November 9, 2017",pants-fire
7925,7925,By Jon Greenberg ,say roy moore said practicing muslim should not member congress because his faith,Jeff Flake," November 9, 2017",true
7926,7926,By Louis Jacobson ,the republican tax bill let every american keep more what they earned,Kevin McCarthy," November 9, 2017",false
7927,7927,By Matt Dietrich ,the legislative ethic commission continues function,Michael  Madigan," November 9, 2017",barely-true
7928,7928,By Allison Graves ,the job vacancy florida every month for seven year ha been nursing,Adam Putnam," November 8, 2017",true
7929,7929,By Tom Kertscher ,say glenn grothman the single most partisan member the house,Dan Kohl," November 8, 2017",half-true
7930,7930,By Louis Jacobson ,teacher spend billion per year school supply the republican tax bill eliminates their ability deduct those expense,Dianne Feinstein," November 7, 2017",half-true
7931,7931,By Joshua Gillin ,say the university florida request cancel rivalry game against florida state university,React365.com," November 7, 2017",pants-fire
7932,7932,By Jon Greenberg ,chicago the city with the strongest gun law our nation,Donald Trump," November 7, 2017",pants-fire
7933,7933,By Jon Greenberg ,under the tax cut and job act the average american family four will receive tax cut,Markwayne Mullin," November 7, 2017",mostly-true
7934,7934,By Miriam Valverde ,there are background check long gun texas,Alyssa Milano," November 6, 2017",barely-true
7935,7935,By Joshua Gillin ,texas church shooter wa antifa and wanted start communist revolution,YourNewsWire.com," November 6, 2017",pants-fire
7936,7936,By Louis Jacobson ,under the house republican tax proposal the average family four earning median income year will receive additional their pocket every year,Drew Ferguson," November 6, 2017",half-true
7937,7937,By Manuela Tobias ,say evan jenkins ha the same position the issue joe manchin supporting hillary clinton supporting cap and trade supporting planned parenthood many tax increase,Patrick Morrisey," November 6, 2017",barely-true
7938,7938,By John Kruzel ,say fbi and texas state police are both confirming that raymond peter littleberry the man accused shooting texas church wa avid atheist the payroll the democrat national committee,FreedomJunkshun.com," November 6, 2017",pants-fire
7939,7939,By Miriam Valverde ,the diversity visa lottery plagued fraud,David Perdue," November 6, 2017",mostly-true
7940,7940,By Paul Specht ,charles francis vow slash funding for park and open space,Nancy McFarlane," November 6, 2017",barely-true
7941,7941,By Manuela Tobias ,eight people this year can find plan for month le,Barack Obama," November 6, 2017",half-true
7942,7942,By Jon Greenberg ,coal production past year down last year endingwaroncoal,Donald Trump," November 6, 2017",mostly-true
7943,7943,By Allison Graves ,say florida worker are paid hour and our current governor rick scott run ad bragging about,Philip Levine," November 6, 2017",barely-true
7944,7944,By Dan Clark ,idc member also get ton campaign money from real estate charter school and health care lobbyist some whom are republican with connection trump,The Creative Resistance," November 5, 2017",mostly-true
7945,7945,By Dan Clark ,liberal county hall want our community sanctuary county,New York Republican State Committee," November 3, 2017",pants-fire
7946,7946,By Dan Clark ,when saw corruption and sexual harassment cover ups called sheldon silver resign,Michael Kearns," November 3, 2017",true
7947,7947,By Louis Jacobson ,with this plan the typical family four will save year their tax,Paul Ryan," November 3, 2017",half-true
7948,7948,By Emily Sanderson ,part this omnibus gun bill that year wa legalizing machine gun the state missouri,Stacey Newman," November 3, 2017",half-true
7949,7949,By Tom Kertscher ,say special counsel robert mueller ha brought democrat campaign donor very high level his team lawyer,Sean Duffy," November 3, 2017",half-true
7950,7950,By Matt Dietrich ,growing union job faster than illinois,Eric Holcomb," November 3, 2017",true
7951,7951,By Joshua Gillin ,say jake tapper said allahu akbar wa beautiful phrase after terrorist attack new york,Sebastian Gorka," November 2, 2017",pants-fire
7952,7952,By Miriam Valverde ,say diversity visa immigrant are not vetted,Sarah  Huckabee Sanders," November 2, 2017",false
7953,7953,By Paul Specht ,are spending more affordable housing than spending dix park right now,Nancy McFarlane," November 2, 2017",true
7954,7954,By Allison Graves ,under gov rick scott leadership florida ha had much success lowering the rate uninsured child,Florida Agency for Health Care Administration," November 2, 2017",half-true
7955,7955,By Joshua Gillin ,california democrat maxine water charged count,Bloggers," November 2, 2017",barely-true
7956,7956,By Chris Nichols ,cost nearly five time much california build and maintain mile road doe the rest the nation,John Cox," November 1, 2017",false
7957,7957,By Emily Tanaka ,alabama crimson tide wa disqualified from national championship,BreakingNews247.net," November 1, 2017",pants-fire
7958,7958,By Joshua Gillin ,say actor morgan freeman said jailing hillary the best way restore public faith government,Bloggers," November 1, 2017",pants-fire
7959,7959,By Louis Jacobson ,say the diversity visa lottery program chuck schumer beauty,Donald Trump," November 1, 2017",barely-true
7960,7960,By W. Gardner Selby ,say county party representing more than half the state republican voter approved resolution demanding change texas house leadership,New Leadership PAC," November 1, 2017",true
7961,7961,By Tom Kertscher ,tammy baldwin voted for trillion higher tax,Freedom Partners," November 1, 2017",half-true
7962,7962,By Miriam Valverde ,say hiv and aid rate have spiked due increased heroin and fentanyl use,Edward  Markey," October 31, 2017",barely-true
7963,7963,By Joshua Gillin ,hillary clinton leaf the country mueller indictment announced,FreedomJunkshun.com," October 31, 2017",pants-fire
7964,7964,By Joshua Gillin ,breitbart leak name four dems being charged mueller russia probe,FreedomJunkshun.com," October 31, 2017",pants-fire
7965,7965,By Jon Greenberg ,for the last year our economy ha grown le than percent average every single year for year have not had decade like that century america,James Lankford," October 31, 2017",half-true
7966,7966,By Tateanna McCaskill ,the university missouri saw the biggest drop enrollment any major university the country since the protest,Eric  Greitens," October 30, 2017",barely-true
7967,7967,By Emma Diltz ,the six wealthiest people the world have much wealth the bottom half the world population billion people,Bernie Sanders," October 30, 2017",mostly-true
7968,7968,By Jon Greenberg ,say paul manafort alleged crime were year ago before paul manafort wa part the trump campaign,Donald Trump," October 30, 2017",barely-true
7969,7969,By Manuela Tobias ,say patrick morrisey ran for congress pro choice,Evan Jenkins," October 30, 2017",false
7970,7970,By Aaron Sharockman ,jeff flake office leak name those charged mueller russian probe,Bloggers," October 30, 2017",pants-fire
7971,7971,By Chris Nichols ,ninety percent people born the ended doing better financially than their parent but those born the the much maligned millennials have only chance doing better financially than their parent despite being the best educated generation our history,Delaine Eastin," October 27, 2017",true
7972,7972,By Allison Colburn ,say west virginia down around percent the adult worker who are actually working now because addiction conviction,Joe Manchin," October 27, 2017",half-true
7973,7973,By Tom Kertscher ,what republican call the death tax the estate tax the ultra wealthy which wa paid only two out every people,Mark Pocan," October 27, 2017",true
7974,7974,By Matt Dietrich ,clear all investment are trust that don control,Bruce Rauner," October 27, 2017",half-true
7975,7975,By Jasper Scherer ,le than half texan age are registered vote,Charlie Geren," October 26, 2017",half-true
7976,7976,By Jon Greenberg ,have done more eight month than the previous administration ha done many year against isi,Donald Trump," October 26, 2017",half-true
7977,7977,By John Kruzel ,say roy moore ha advocated getting the federal government out health care altogether which mean doing away with medicaid which mean doing away with medicare,Doug Jones," October 26, 2017",false
7978,7978,By Louis Jacobson ,say the gop plan support the biggest tax cut history,Donald Trump," October 26, 2017",false
7979,7979,By Tyler Adkisson ,youngest world leader ban george soros foundation from austria,Bloggers," October 26, 2017",pants-fire
7980,7980,By W. Gardner Selby ,the travis county proposition will not raise your tax you are older your property tax are frozen,Travis Forward," October 25, 2017",false
7981,7981,By Joshua Gillin ,people who die from home invasion make sad but minuscule all gun murder the and over third them are killed their own gun that the criminal ha either stolen wrestled from them,Michael Moore," October 25, 2017",barely-true
